,EmployeeID,Age,Gender,MaritalStatus,NumberChildren,DateBirth,Over18,Education,EducationField,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition,OverTime,DistanceFromHome,RemoteWork,BusinessTravel,TrainingTimesLastYear,Department,JobRole,JobLevel,DailyRate,HourlyRate,MonthlyRate,MonthlyIncome,PercentSalaryHike,StockOptionLevel,Salary,StandardHours
848,nan223,29,Male,Single,,1994,,3,,0,,6,,1,5,1,3,4,2.0,3,3.0,Yes,,1,0,,1,, research scientist ,1,992.0,85.0,19757.0,,14,0,1000000000,
849,303,54,Female,Married,,1969,,3,,2,"16,0",6,,0,5,1,1,4,3.0,3,3.0,No,,3,0,,4,, sales executive ,2,1147.0,52.0,17011.0,5940.0,14,1,1000000000,
850,305,33,Female,Married,,1990,Y,4,,6,,3,,1,1,1,2,4,3.0,2,4.0,No,,4,1,travel_rarely,3, Research & Development , research scientist ,1,147.0,47.0,13248.0,2622.0,21,0,1000000000,
851,316,52,Female,Single,,1971,,3,,7,,2,,2,2,1,4,2,2.0,2,3.0,No,,2,1,travel_rarely,3,, laboratory technician ,1,1323.0,89.0,3300.0,3212.0,15,0,1000000000,
852,nan224,59,Male,Married,,1964,Y,2,Medical,8,,2,,2,2,1,3,4,2.0,3,3.0,No,,6,0,travel_rarely,2, Human Resources , human resources ,1,818.0,,25657.0,,17,0,1000000000,
853,nan225,32,Male,Single,,1991,,3,,0,"4,0",3,,1,2,1,3,4,1.0,2,3.0,Yes,,1,1,,2,, laboratory technician ,1,515.0,62.0,9571.0,,14,0,1000000000,
854,332,39,Female,Divorced,,1984,,4,Medical,7,"7,0",3,,1,2,2,3,3,3.0,3,3.0,No,No,24,0,,1,, laboratory technician ,1,1431.0,96.0,15417.0,,14,3,1000000000,80.0
855,nan226,32,Male,,,1991,,4,Marketing,0,"4,0",3,,2,2,1,4,1,3.0,3,3.0,No,No,26,1,non-travel,2,, sales executive ,2,976.0,100.0,12069.0,,18,0,1000000000,80.0
856,337,31,Male,Divorced,,1992,,4,Medical,9,,2,,2,2,1,3,1,3.0,3,3.0,No,No,3,1,,3,, research director ,3,1327.0,73.0,13523.0,,12,1,1000000000,
857,338,33,Female,Married,,1990,,4,Life Sciences,1,"2,0",2,,0,2,1,4,3,2.0,2,3.0,No,,5,1,travel_rarely,2,, research scientist ,1,832.0,63.0,14776.0,2911.0,13,1,1000000000,
858,341,45,Male,,,1978,,4,Life Sciences,4,"9,0",3,,0,2,1,3,4,3.0,4,3.0,No,,23,1,,1,, manufacturing director ,2,1199.0,77.0,5118.0,,17,1,1000000000,
859,347,42,Female,Single,,1981,,2,,3,,3,,0,2,1,1,3,3.0,4,3.0,No,Yes,17,1,,1, Research & Development , research scientist ,2,916.0,82.0,23016.0,,13,0,1000000000,
860,349,29,Male,Divorced,,1994,,2,Marketing,2,,3,,0,2,1,4,4,3.0,3,3.0,No,No,19,0,,2,, sales executive ,2,1247.0,45.0,10732.0,6931.0,14,1,1000000000,
861,350,25,Female,Married,,1998,Y,3,,0,"5,0",4,,1,2,1,3,4,3.0,3,3.0,No,No,1,0,travel_rarely,3,, manufacturing director ,2,685.0,62.0,7505.0,,12,2,1000000000,
862,362,32,Male,,,1991,,1,,4,"9,0",6,,0,4,1,1,4,3.0,2,3.0,No,No,2,0,,5,, laboratory technician ,2,128.0,84.0,19737.0,2176.0,13,0,1000000000,80.0
863,nan227,28,Male,Married,,1995,,3,,1,,5,,0,4,1,4,4,,3,4.0,No,No,9,1,travel_rarely,3,, research scientist ,1,1158.0,94.0,2613.0,,23,1,1000000000,
864,379,21,Male,Single,,2002,Y,2,,1,,3,,1,0,1,3,1,4.0,2,3.0,No,No,3,0,travel_rarely,4,, research scientist ,1,996.0,100.0,10531.0,3230.0,17,0,1000000000,80.0
865,380,37,Female,Divorced,,1986,Y,4,Medical,2,,5,,0,2,1,4,1,3.0,3,3.0,No,Yes,1,0,non-travel,2,, research director ,3,728.0,80.0,11677.0,,18,2,1000000000,
866,393,38,Male,,,1985,,4,Life Sciences,9,,2,,1,2,1,4,2,3.0,3,3.0,No,,23,0,travel_rarely,2,, healthcare representative ,2,688.0,82.0,18899.0,,14,1,1000000000,80.0
867,394,26,Male,Divorced,,1997,,4,Medical,2,,3,,0,2,1,2,4,3.0,3,3.0,Yes,Yes,16,0,travel_rarely,2,, laboratory technician ,1,1449.0,45.0,14180.0,,13,1,1000000000,80.0
868,396,49,Female,Single,,1974,Y,4,Life Sciences,9,,3,,1,2,1,1,4,3.0,3,3.0,No,Yes,10,1,,4,, research director ,5,636.0,,25594.0,18665.0,11,0,1000000000,
869,nan228,31,Female,Divorced,,1992,,3,,1,"2,0",2,,2,2,1,2,3,2.0,3,3.0,No,,5,1,travel_frequently,5, Sales , sales representative ,1,444.0,84.0,3909.0,2789.0,11,1,1000000000,
870,403,37,Male,Married,,1986,Y,3,Medical,1,,4,,1,2,1,4,3,2.0,3,3.0,No,,9,0,travel_frequently,3,, research scientist ,1,889.0,53.0,11411.0,,12,3,1000000000,80.0
871,423,31,Male,Married,,1992,,4,,0,,5,,0,3,1,4,3,3.0,3,3.0,No,,11,1,travel_rarely,4, Research & Development , research scientist ,1,691.0,86.0,10077.0,,12,1,1000000000,
872,424,31,Male,,,1992,Y,3,Human Resources,3,,2,,1,0,1,1,4,3.0,2,3.0,No,No,2,0,travel_rarely,1,, human resources ,2,106.0,62.0,17822.0,6410.0,12,0,1000000000,
873,nan229,31,Male,,,1992,Y,4,,0,"3,0",2,,2,2,1,4,2,1.0,3,3.0,No,,2,1,,2, Research & Development , research scientist ,1,,32.0,7747.0,,18,1,1000000000,
874,433,52,Male,,,1971,,4,Medical,2,"11,0",8,,7,7,2,2,1,2.0,2,,Yes,No,17,0,,3,, research scientist ,2,723.0,85.0,17747.0,4941.0,15,0,1000000000,80.0
875,440,28,Male,Married,,1995,Y,4,Medical,5,,3,,2,2,1,4,4,2.0,1,3.0,Yes,Yes,2,1,,4,, research scientist ,1,1157.0,84.0,24737.0,,13,0,1000000000,
876,447,47,Male,Married,,1976,Y,5,,4,"21,0",3,,1,1,1,3,2,3.0,3,3.0,No,,5,0,travel_rarely,2,, research director ,5,1482.0,42.0,16375.0,,11,1,1000000000,80.0
877,455,29,Male,,,1994,,5,Other,0,"4,0",3,,2,2,1,4,3,,2,3.0,No,No,9,1,,2,, laboratory technician ,1,738.0,30.0,7621.0,3983.0,17,0,1000000000,80.0
878,460,37,Male,,,1986,Y,2,Medical,7,"8,0",6,,0,4,1,4,3,2.0,3,3.0,No,No,5,1,,2,, manufacturing director ,2,1192.0,61.0,23177.0,6347.0,16,2,1000000000,
879,465,23,Male,,,2000,Y,1,,1,,4,,0,2,1,4,3,2.0,3,3.0,No,,26,0,,2,, research scientist ,1,1309.0,83.0,16092.0,2904.0,12,2,1000000000,
880,470,42,Male,Divorced,,1981,Y,1,,0,"4,0",3,,1,0,1,3,3,3.0,3,3.0,No,Yes,2,0,travel_rarely,5, Human Resources , human resources ,1,544.0,52.0,24017.0,2696.0,11,1,1000000000,
881,475,30,Female,,,1993,,2,,7,"4,0",2,,2,2,1,3,2,4.0,3,3.0,No,,25,0,,2, Sales , sales executive ,2,641.0,85.0,6069.0,,12,1,1000000000,
882,478,21,Female,Single,,2002,,1,,1,"3,0",3,,1,2,1,2,3,3.0,2,3.0,Yes,,31,1,,3,, sales representative ,1,756.0,99.0,9150.0,2174.0,11,0,1000000000,
883,482,57,Male,,,1966,,4,Medical,2,,3,,1,2,1,3,3,3.0,3,3.0,No,No,1,1,travel_rarely,2,, healthcare representative ,2,593.0,88.0,2967.0,6755.0,11,0,1000000000,
884,nan230,21,Male,Single,,2002,,2,,1,"3,0",3,2.0,2,2,1,4,3,2.0,3,4.0,No,,9,1,,3,, sales representative ,1,895.0,39.0,2851.0,,24,0,1000000000,
885,nan231,31,Male,,,1992,Y,4,Life Sciences,0,"3,0",2,,2,2,1,2,4,3.0,2,3.0,No,,9,1,travel_rarely,5,, research scientist ,1,408.0,42.0,7551.0,2657.0,16,0,1000000000,
886,495,29,Male,,,1994,,3,,9,"6,0",3,,1,2,2,4,4,3.0,3,,No,No,17,0,,4, Research & Development , research scientist ,1,1283.0,54.0,18168.0,,16,0,1000000000,
887,nan232,27,Male,,,1996,,2,,1,"5,0",5,,0,4,1,2,2,3.0,3,3.0,No,No,1,1,travel_rarely,2,, laboratory technician ,1,1469.0,82.0,17881.0,,11,1,1000000000,80.0
888,nan233,49,Male,Single,,1974,Y,3,Other,8,,5,,0,0,1,3,3,3.0,2,4.0,No,No,7,1,travel_rarely,2,, healthcare representative ,3,1261.0,31.0,12066.0,10965.0,24,0,1000000000,
889,501,36,Female,Married,,1987,,3,,4,,2,,2,2,1,3,2,3.0,3,3.0,No,No,2,1,travel_rarely,3,, research scientist ,1,329.0,96.0,11868.0,2543.0,13,1,1000000000,
890,502,34,Male,,,1989,,3,Marketing,8,,5,,0,4,1,4,2,2.0,4,3.0,Yes,Yes,19,1,non-travel,3,, sales executive ,2,1362.0,67.0,4652.0,5304.0,13,0,1000000000,
891,507,24,Female,Divorced,,1999,,4,Marketing,1,,5,,0,3,1,3,4,4.0,3,3.0,No,Yes,10,1,,2,, sales executive ,2,1371.0,77.0,5915.0,,12,1,1000000000,
892,517,42,Female,,,1981,Y,4,,3,"8,0",5,,1,2,1,1,2,3.0,3,3.0,No,No,1,1,,5,, laboratory technician ,1,201.0,,20490.0,,16,1,1000000000,80.0
893,522,54,Male,Married,,1969,Y,2,Medical,4,"24,0",4,,1,2,1,1,3,2.0,3,3.0,No,,5,0,,4,, research director ,5,821.0,86.0,8509.0,19406.0,11,1,1000000000,80.0
894,523,34,Female,Married,,1989,Y,4,,9,,3,,1,2,1,3,1,3.0,3,3.0,No,No,4,1,,3,, sales executive ,2,1381.0,72.0,12740.0,6538.0,15,1,1000000000,
895,525,43,Male,,,1980,Y,3,,7,,3,,1,2,1,4,1,3.0,3,4.0,No,,21,1,,1,, laboratory technician ,1,313.0,61.0,15238.0,2258.0,20,1,1000000000,80.0
896,526,43,Female,,,1980,,4,Other,4,,5,,0,2,1,3,4,3.0,3,3.0,No,Yes,8,1,travel_rarely,3,, healthcare representative ,2,1473.0,74.0,2227.0,,14,0,1000000000,
897,530,31,Male,Married,,1992,Y,2,,1,"4,0",4,,3,2,1,1,3,,2,3.0,No,No,1,0,travel_rarely,3,, laboratory technician ,1,329.0,98.0,16193.0,2218.0,12,1,1000000000,80.0
898,nan234,25,Male,Married,,1998,Y,3,Medical,5,"6,0",2,,0,2,1,1,3,,3,3.0,Yes,No,3,1,travel_rarely,5,, laboratory technician ,1,688.0,91.0,9396.0,,13,1,1000000000,80.0
899,544,45,Male,Married,,1978,,2,Life Sciences,3,"8,0",2,,0,2,1,4,4,2.0,3,,No,No,10,1,,3,, research scientist ,1,192.0,69.0,9655.0,2654.0,21,2,1000000000,
900,nan235,52,Female,Married,,1971,Y,2,Life Sciences,2,"31,0",5,,1,4,1,4,4,1.0,3,3.0,No,No,4,0,travel_rarely,2,, manager ,4,1490.0,,10310.0,,13,0,1000000000,
901,555,34,Female,,,1989,,2,,0,"3,0",2,,1,0,1,3,4,2.0,1,3.0,Yes,No,6,1,travel_frequently,3,, sales representative ,1,296.0,33.0,12253.0,,16,1,1000000000,
902,nan236,26,Female,Divorced,,1997,,3,Life Sciences,1,,3,,0,2,1,4,2,1.0,3,4.0,No,No,23,1,travel_rarely,3,, research scientist ,1,1349.0,90.0,3032.0,,22,2,1000000000,
903,564,29,Male,,,1994,,4,,1,,10,,0,7,1,3,3,3.0,2,3.0,No,No,3,1,,2,, research director ,3,986.0,93.0,21526.0,11935.0,18,0,1000000000,
904,nan237,29,Female,Married,,1994,Y,5,Technical Degree,5,"6,0",2,,1,1,1,2,2,4.0,2,3.0,Yes,No,25,0,,2,, research scientist ,1,408.0,71.0,18300.0,2546.0,16,0,1000000000,
905,nan238,46,Male,Married,,1977,Y,3,Life Sciences,6,,3,,0,1,1,3,3,1.0,3,3.0,No,No,2,0,,2,, research director ,4,1009.0,51.0,2288.0,17861.0,13,0,1000000000,80.0
906,580,46,Female,,,1977,Y,3,Marketing,2,"15,0",3,,1,2,1,4,3,3.0,2,3.0,No,,10,0,,3,, sales executive ,3,1125.0,94.0,11563.0,,19,1,1000000000,80.0
907,585,30,Male,Single,,1993,Y,1,Marketing,0,,3,,1,2,1,2,1,3.0,3,3.0,No,,7,1,travel_rarely,3, Sales , sales representative ,1,413.0,57.0,18398.0,,14,0,1000000000,80.0
908,nan239,34,Female,Divorced,,1989,,3,,9,,3,,0,2,1,1,3,3.0,3,3.0,Yes,Yes,23,0,travel_frequently,2, Human Resources , human resources ,3,988.0,43.0,11533.0,,15,3,1000000000,
909,591,42,Male,Married,,1981,,2,Other,4,,2,,2,0,1,3,4,,3,3.0,No,No,5,1,,4,, laboratory technician ,1,1474.0,97.0,9260.0,,17,1,1000000000,
910,593,22,Male,Single,,2001,Y,1,Technical Degree,5,"4,0",2,,1,2,1,3,3,3.0,2,3.0,Yes,No,25,1,,3, Research & Development , laboratory technician ,1,1368.0,99.0,9129.0,3894.0,16,0,1000000000,
911,611,29,Male,Divorced,,1994,Y,3,Technical Degree,4,"8,0",3,2.0,1,2,1,4,2,4.0,3,3.0,No,No,19,1,travel_rarely,2,, manufacturing director ,2,232.0,34.0,22645.0,4262.0,12,2,1000000000,
912,624,46,Female,Married,,1977,,1,Medical,5,,2,,1,2,1,3,4,2.0,3,3.0,No,No,18,1,travel_frequently,3, Research & Development , healthcare representative ,3,1034.0,86.0,8984.0,10527.0,11,0,1000000000,
913,631,32,Male,,,1991,,4,Other,8,,4,,1,2,1,3,4,3.0,4,3.0,Yes,,11,1,,2, Sales , sales executive ,2,1474.0,,23914.0,,12,0,1000000000,80.0
914,632,24,Male,,,1999,,3,Medical,0,"3,0",2,,2,1,1,4,3,3.0,3,3.0,No,No,24,0,,3,, sales representative ,1,,38.0,5530.0,2400.0,13,2,1000000000,
915,652,35,Male,Single,,1988,Y,2,,4,,3,,0,2,1,4,4,3.0,2,3.0,No,No,25,0,travel_rarely,3,, laboratory technician ,2,538.0,54.0,14004.0,3681.0,14,0,1000000000,
916,659,42,Female,Married,,1981,Y,4,Life Sciences,1,"10,0",10,,2,2,1,4,2,3.0,3,3.0,No,No,2,1,,4,, healthcare representative ,2,622.0,81.0,5718.0,,13,2,1000000000,
917,664,48,Female,Married,,1975,,4,,7,"21,0",3,,0,2,1,1,1,1.0,2,3.0,No,No,1,1,travel_rarely,3,, manager ,4,1236.0,40.0,17997.0,,11,1,1000000000,
918,665,44,Female,,,1979,,4,,4,"10,0",2,2.0,0,2,1,3,2,4.0,2,,No,No,1,1,travel_rarely,1,, human resources ,2,1112.0,50.0,26894.0,,11,0,1000000000,
919,666,34,Female,,,1989,,3,,1,"8,0",8,,0,6,1,3,4,3.0,3,3.0,No,Yes,14,1,,3, Sales , sales representative ,1,204.0,31.0,2912.0,,18,2,1000000000,
920,nan240,21,Male,,,2002,,1,Technical Degree,1,,3,,1,2,1,3,3,3.0,3,,No,,22,1,,2,, sales representative ,1,1343.0,49.0,24444.0,3447.0,11,0,1000000000,
921,671,44,Male,,,1979,Y,4,,4,"26,0",2,,0,1,1,4,1,4.0,3,3.0,No,,3,1,travel_rarely,2,, manager ,5,1315.0,35.0,9358.0,19513.0,12,1,1000000000,
922,675,22,Male,Married,,2001,Y,1,Medical,0,,2,,2,2,1,3,4,3.0,3,4.0,No,,6,1,travel_rarely,3,, research scientist ,1,,69.0,12145.0,,20,0,1000000000,80.0
923,686,26,Female,,,1997,Y,3,,1,,3,,0,2,1,4,3,3.0,3,,No,Yes,6,0,travel_rarely,2,, laboratory technician ,1,991.0,71.0,17759.0,2659.0,13,1,1000000000,
924,699,36,Male,,,1987,Y,2,Medical,2,"13,0",3,,0,2,1,2,3,3.0,2,3.0,No,Yes,9,1,,2,, manufacturing director ,2,913.0,48.0,13934.0,8847.0,11,1,1000000000,
925,nan241,27,Male,Single,,1996,Y,4,Medical,0,"5,0",4,,1,1,1,4,4,3.0,2,3.0,No,,3,1,,0,, research scientist ,1,1115.0,54.0,15174.0,2045.0,13,0,1000000000,
926,705,23,Male,,,2000,,3,,2,"5,0",3,,0,2,1,1,1,4.0,4,3.0,No,,4,0,travel_rarely,3,, research scientist ,1,885.0,58.0,8544.0,,16,1,1000000000,
927,707,25,Male,,,1998,,3,Life Sciences,0,"4,0",3,,1,2,1,2,3,3.0,4,4.0,No,No,8,0,,4,, sales executive ,2,810.0,57.0,15678.0,4851.0,22,1,1000000000,
928,712,48,Male,Married,,1975,Y,1,,3,,2,,2,2,2,2,4,3.0,4,3.0,No,,14,1,,3,, sales executive ,2,817.0,56.0,18597.0,8120.0,12,0,1000000000,
929,nan242,24,Female,Single,,1999,,2,Life Sciences,9,,2,,2,0,1,3,1,3.0,3,3.0,Yes,No,3,1,travel_rarely,3,, sales executive ,2,693.0,65.0,24785.0,4577.0,14,0,1000000000,
930,732,60,Male,Single,,1963,Y,4,,8,"10,0",2,,2,2,1,1,4,3.0,3,3.0,No,No,16,0,travel_rarely,1,, sales executive ,2,1179.0,84.0,11924.0,5405.0,14,0,1000000000,80.0
931,738,50,Male,Married,,1973,,4,Marketing,7,"4,0",2,,2,2,1,2,4,3.0,3,3.0,No,No,8,1,,2,, sales representative ,1,316.0,54.0,9983.0,,15,1,1000000000,
932,744,44,Male,Single,,1979,,3,,2,"9,0",5,,1,4,1,3,3,3.0,1,3.0,No,,24,0,non-travel,5,, laboratory technician ,1,381.0,49.0,2104.0,3708.0,14,0,1000000000,
933,746,47,Female,Divorced,,1976,Y,3,,9,"28,0",22,,11,13,1,3,4,2.0,3,3.0,No,Yes,3,1,travel_frequently,2,, sales executive ,4,217.0,49.0,10225.0,13770.0,12,2,1000000000,
934,752,42,Male,Divorced,,1981,,3,,6,,2,,2,2,1,3,4,3.0,4,3.0,Yes,,19,1,,2,, research scientist ,1,933.0,57.0,20366.0,,12,0,1000000000,
935,754,43,Male,Married,,1980,Y,3,Life Sciences,3,"7,0",2,,2,2,1,4,3,3.0,2,,No,,15,1,travel_frequently,5,, sales executive ,2,775.0,47.0,23683.0,,18,1,1000000000,
936,nan243,40,Female,Single,,1983,,1,,0,"5,0",4,,2,3,1,4,4,2.0,2,4.0,No,,2,0,,2,, research scientist ,1,804.0,86.0,22929.0,,20,0,1000000000,
937,nan244,29,Male,,,1994,Y,3,,1,,2,,2,2,1,2,4,3.0,3,3.0,No,No,10,0,,2, Sales , sales representative ,1,1090.0,83.0,17967.0,2297.0,14,2,1000000000,80.0
938,769,53,Male,Single,,1970,Y,3,,2,"19,0",2,,2,2,1,4,4,3.0,3,3.0,No,,6,0,,4,, laboratory technician ,2,346.0,86.0,10919.0,2450.0,17,0,1000000000,
939,nan245,23,Male,Single,,2000,Y,1,Medical,1,,2,,0,2,1,3,4,3.0,4,3.0,No,,12,0,travel_rarely,3, Research & Development , research scientist ,1,310.0,79.0,19630.0,,18,0,1000000000,80.0
940,nan246,55,Male,,,1968,,3,Medical,5,"24,0",5,,1,4,1,1,4,3.0,3,3.0,Yes,Yes,2,0,,2,, manager ,5,725.0,78.0,21199.0,,13,1,1000000000,
941,792,26,Female,,,1997,,2,Life Sciences,3,,2,,2,0,1,4,1,3.0,1,3.0,No,No,1,1,travel_frequently,2,, laboratory technician ,1,575.0,71.0,5288.0,,14,1,1000000000,80.0
942,797,34,Female,Single,,1989,,4,,2,,4,,1,3,1,4,3,3.0,4,3.0,No,No,1,0,travel_rarely,2,, research scientist ,1,182.0,72.0,13551.0,,16,0,1000000000,80.0
943,800,27,Male,Married,,1996,Y,1,Marketing,0,"5,0",4,,1,1,1,4,2,3.0,3,3.0,No,,8,1,,3,, sales executive ,2,829.0,84.0,24008.0,4342.0,19,1,1000000000,
944,nan247,35,Female,,,1988,,4,,1,"3,0",3,,0,2,1,4,2,2.0,3,3.0,No,No,8,1,travel_rarely,1,, sales representative ,1,384.0,72.0,20317.0,2572.0,16,1,1000000000,
945,806,30,Male,Married,,1993,Y,3,,3,"7,0",2,,0,2,1,3,3,3.0,1,,No,No,18,1,travel_rarely,2,, laboratory technician ,1,921.0,38.0,24375.0,,21,2,1000000000,
946,nan248,34,Female,,,1989,Y,2,,5,,3,,1,2,1,1,2,3.0,3,3.0,No,No,8,1,,1,, sales executive ,2,1111.0,93.0,13305.0,6500.0,17,1,1000000000,
947,813,52,Female,,,1971,Y,4,Life Sciences,8,"9,0",5,,1,4,2,3,2,3.0,3,4.0,No,,25,1,travel_rarely,3, Research & Development , laboratory technician ,2,1325.0,82.0,21821.0,3149.0,20,1,1000000000,80.0
948,819,33,Female,Single,,1990,Y,3,Marketing,5,,3,,0,2,1,1,3,3.0,3,3.0,Yes,,16,0,travel_rarely,3,, sales executive ,2,118.0,69.0,26507.0,5324.0,15,0,1000000000,
949,nan249,35,Female,Single,,1988,Y,4,,3,"7,0",2,,2,2,2,3,3,3.0,4,3.0,No,No,20,0,travel_rarely,0, Research & Development , research scientist ,1,1258.0,40.0,13301.0,,13,0,1000000000,
950,nan250,28,Male,Single,,1995,Y,4,,6,"5,0",2,,2,1,1,3,4,2.0,3,3.0,Yes,No,2,1,,3,, research scientist ,1,890.0,,16374.0,4382.0,17,0,1000000000,
951,nan251,36,Male,Married,,1987,Y,3,Human Resources,4,,5,,0,4,1,2,2,3.0,3,3.0,No,,13,1,travel_rarely,2,, human resources ,1,1041.0,36.0,25527.0,,13,1,1000000000,
952,838,34,Female,Single,,1989,,4,,1,"6,0",5,,1,3,1,4,3,3.0,2,3.0,No,No,16,1,travel_frequently,3, Research & Development , research scientist ,1,702.0,100.0,8306.0,2553.0,16,0,1000000000,80.0
953,847,34,Male,,,1989,,2,,0,"4,0",3,,0,2,1,4,3,1.0,3,3.0,No,,3,0,,1,, human resources ,1,829.0,,2243.0,,19,1,1000000000,
954,852,44,Male,Single,,1979,Y,3,,9,"10,0",5,,2,3,1,2,4,2.0,3,3.0,No,,4,1,travel_rarely,2,, healthcare representative ,2,625.0,50.0,5197.0,5933.0,12,0,1000000000,80.0
955,859,32,Male,Divorced,,1991,,4,Life Sciences,2,"8,0",5,,0,3,1,4,3,2.0,3,3.0,No,,13,1,,3,, sales executive ,2,,73.0,9250.0,4403.0,11,1,1000000000,80.0
956,nan252,53,Female,Married,,1970,Y,2,,7,"35,0",5,,0,4,1,4,4,3.0,2,3.0,No,Yes,7,0,,3,, sales executive ,3,661.0,78.0,20715.0,10934.0,18,1,1000000000,
957,872,22,Male,,,2001,,2,Life Sciences,6,"4,0",2,,2,2,1,4,1,1.0,2,4.0,No,,1,0,,2,, manufacturing director ,2,,,19146.0,,22,2,1000000000,
958,874,44,Male,,,1979,,4,Life Sciences,2,"10,0",3,,0,2,1,4,3,2.0,4,4.0,No,Yes,8,0,travel_rarely,2,, laboratory technician ,1,986.0,62.0,5044.0,,24,1,1000000000,
959,881,35,Female,Divorced,,1988,Y,4,Life Sciences,1,"10,0",10,,7,8,1,2,1,2.0,3,3.0,Yes,,25,1,travel_frequently,3,, research scientist ,1,,96.0,16612.0,2022.0,19,1,1000000000,
960,885,25,Male,,,1998,Y,1,,1,"5,0",5,,0,3,1,1,1,4.0,2,3.0,No,No,4,0,,1,, sales executive ,2,583.0,87.0,18154.0,4256.0,12,0,1000000000,
961,nan253,49,Female,,,1974,,3,Technical Degree,2,"7,0",4,,0,2,1,1,2,3.0,3,3.0,No,No,1,0,travel_rarely,2,, research scientist ,1,1418.0,36.0,10554.0,3580.0,16,1,1000000000,
962,888,24,Male,,,1999,,1,Life Sciences,0,,5,,3,4,1,4,4,2.0,2,3.0,No,,19,0,non-travel,2,, laboratory technician ,1,1269.0,,10778.0,,17,0,1000000000,
963,893,38,Male,,,1985,,3,Marketing,0,"3,0",2,,1,2,1,2,4,3.0,2,3.0,No,,9,1,travel_rarely,3, Sales , sales representative ,1,395.0,98.0,12102.0,2899.0,19,1,1000000000,80.0
964,896,29,Female,,,1994,Y,3,Medical,6,"5,0",3,,0,2,1,3,3,3.0,2,3.0,Yes,Yes,1,0,travel_rarely,3,, sales representative ,1,341.0,48.0,23522.0,,19,3,1000000000,80.0
965,902,43,Female,Married,,1980,Y,3,Life Sciences,4,"12,0",5,,2,2,1,4,2,2.0,3,3.0,No,,1,1,travel_frequently,2,, healthcare representative ,2,,33.0,21782.0,5562.0,13,1,1000000000,80.0
966,916,28,Male,Single,,1995,,4,Medical,1,"4,0",4,,0,2,1,4,2,3.0,3,3.0,No,,5,0,travel_rarely,3,, sales executive ,2,821.0,98.0,24252.0,,14,0,1000000000,80.0
967,922,20,Female,Single,,2003,Y,3,,1,"2,0",2,,0,2,1,3,4,2.0,2,3.0,Yes,,2,1,travel_rarely,3,, sales representative ,1,500.0,49.0,22052.0,,13,0,1000000000,
968,925,47,Female,Single,,1976,,4,Life Sciences,1,"3,0",3,,1,2,1,4,1,2.0,2,3.0,No,Yes,2,1,,3,, sales representative ,1,1454.0,65.0,13137.0,,18,0,1000000000,
969,nan254,22,Female,Married,,2001,Y,1,Life Sciences,0,"4,0",3,,0,2,1,3,1,4.0,3,3.0,Yes,Yes,3,1,travel_rarely,3,, manufacturing director ,2,617.0,34.0,10022.0,,19,1,1000000000,
970,930,28,Female,Divorced,,1995,,3,Medical,5,"6,0",2,,2,2,1,3,2,3.0,3,3.0,No,No,9,1,,2,, research scientist ,1,995.0,77.0,9834.0,2377.0,18,1,1000000000,
971,nan255,39,Male,Married,,1984,,3,Medical,7,,2,,2,2,1,1,4,1.0,3,4.0,Yes,,6,1,,2, Research & Development , laboratory technician ,1,1122.0,70.0,4303.0,2404.0,21,0,1000000000,
972,939,33,Male,Single,,1990,Y,4,,3,,3,,0,2,1,1,2,3.0,2,3.0,No,,1,0,travel_rarely,1, Research & Development , research scientist ,1,1198.0,100.0,3339.0,2799.0,11,0,1000000000,
973,nan256,36,Male,Single,,1987,Y,4,Other,2,"8,0",6,,0,1,1,4,3,3.0,3,3.0,No,,7,1,travel_rarely,6, Research & Development , research scientist ,1,188.0,65.0,23293.0,,18,0,1000000000,80.0
974,975,35,Female,,,1988,,3,,1,"5,0",5,,1,0,1,3,2,3.0,3,3.0,No,,48,1,travel_rarely,3,, sales executive ,2,1219.0,86.0,6179.0,,16,0,1000000000,
975,991,31,Male,Single,,1992,,2,Medical,0,"4,0",3,,1,2,1,1,1,3.0,2,4.0,Yes,Yes,9,0,,0,, research scientist ,1,335.0,46.0,10322.0,,22,0,1000000000,
976,995,33,Female,Single,,1990,Y,1,Life Sciences,3,"5,0",3,,0,2,1,4,1,3.0,3,3.0,No,,13,0,travel_rarely,4,, research scientist ,1,461.0,53.0,17241.0,3452.0,18,0,1000000000,
977,1001,27,Female,Married,,1996,Y,4,,9,"4,0",2,,2,2,2,2,2,3.0,3,3.0,No,No,24,0,,2,, laboratory technician ,1,1134.0,37.0,12086.0,2811.0,14,1,1000000000,
978,nan257,30,Female,Married,,1993,Y,3,,4,,5,,0,1,1,3,2,,3,3.0,Yes,,22,1,travel_rarely,2,, research scientist ,1,138.0,48.0,11539.0,,11,0,1000000000,
979,nan258,24,Female,Divorced,,1999,Y,1,Medical,1,"5,0",4,,3,2,1,3,2,3.0,2,3.0,No,No,17,0,,6,, manufacturing director ,2,1206.0,41.0,24117.0,4377.0,15,2,1000000000,
