,EmployeeID,Age,Gender,MaritalStatus,DateBirth,Education,EducationField,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition,OverTime,DistanceFromHome,RemoteWork,BusinessTravel,TrainingTimesLastYear,JobRole,JobLevel,DailyRate,HourlyRate,MonthlyRate,PercentSalaryHike,StockOptionLevel,Salary
704,nan193,24,Female,Unknown,1999,3,Unknown,1,6.0,6,1,2,1,3,4,3.0,3,3.0,Yes,0.29326913907897,7,1,travel_frequently,4, laboratory technician ,1,1287.0,55.0,14168.0,16,1,1000000000
705,655,27,Female,Divorced,1996,4,Unknown,0,6.0,5,0,3,1,3,3,2.0,2,3.0,No,0.0,6,1,Unknown,5, research scientist ,1,798.0,66.0,5013.0,12,2,1000000000
706,667,27,Male,Divorced,1996,1,Marketing,0,5.0,4,0,2,3,1,2,3.0,3,3.0,Yes,0.0,2,1,travel_rarely,3, sales representative ,1,1420.0,85.0,16346.0,11,1,1000000000
707,nan194,50,Male,Married,1973,2,Technical Degree,3,18.0,4,1,3,2,3,1,3.0,3,3.0,Yes,0.27449250920952173,8,0,Unknown,4, sales executive ,2,562.0,50.0,23452.0,14,1,1000000000
708,758,23,Male,Unknown,2000,1,Unknown,1,5.0,4,0,2,2,1,4,4.0,3,3.0,No,0.0,49,1,travel_rarely,2, laboratory technician ,1,650.0,37.0,4344.0,14,1,1000000000
709,760,39,Female,Unknown,1984,3,Unknown,9,10.64134822970642,8,3,6,3,2,3,1.0,4,3.0,No,0.2700333822150785,24,0,travel_rarely,3, human resources ,2,141.0,44.0,18767.0,15,1,1000000000
710,791,52,Male,Unknown,1971,4,Medical,0,11.172736546608302,4,1,2,4,4,1,3.0,3,3.0,No,0.0,19,1,non-travel,3, research scientist ,1,715.0,41.0,26589.0,18,1,1000000000
711,796,26,Male,Single,1997,3,Unknown,6,11.255557484340843,4,1,2,4,1,3,2.0,2,3.0,Yes,0.0,8,1,Unknown,2, sales executive ,2,803.6005643049514,66.01420769564632,3064.0,17,0,1000000000
712,799,54,Female,Divorced,1969,4,Unknown,9,10.859610585398354,5,1,4,4,1,2,3.0,3,3.155106499461408,No,1.0,19,1,Unknown,4, manufacturing director ,2,376.0,65.73224179877683,22670.0,11,2,1000000000
713,nan195,37,Female,Divorced,1986,1,Life Sciences,0,11.040678216868182,5,4,3,4,1,2,2.0,3,3.0,No,1.0,10,0,travel_rarely,3, research scientist ,1,571.0,82.0,19905.0,13,2,1000000000
714,815,50,Male,Unknown,1973,3,Unknown,5,11.151229378777114,4,0,3,3,3,4,3.0,3,3.0,No,0.2736200476011803,2,0,travel_rarely,3, research director ,4,691.0,64.0,6881.0,16,0,1000000000
715,827,42,Female,Married,1981,2,Life Sciences,9,8.0,4,0,2,4,4,4,3.0,2,3.0,No,0.2897000603826399,1,0,Unknown,4, manufacturing director ,2,932.0,43.0,4051.0,13,1,1000000000
716,nan196,38,Male,Unknown,1985,3,Unknown,2,10.946934980927189,4,1,2,1,1,3,2.0,2,3.0,No,0.27710831572675737,12,0,travel_frequently,3, healthcare representative ,2,471.0,45.0,4284.0,15,1,1000000000
717,nan197,25,Male,Single,1998,1,Medical,7,10.678111522214268,4,0,1,1,1,3,2.0,4,3.0,No,0.0,2,0,travel_rarely,3, research scientist ,1,180.0,65.0,21632.0,13,0,1000000000
718,865,32,Female,Married,1991,2,Unknown,5,9.0,5,1,3,3,3,3,2.0,4,3.0,No,0.26109801987574666,8,1,Unknown,3, research scientist ,2,638.0,91.0,22162.0,12,1,1000000000
719,nan198,25,Male,Unknown,1998,1,Unknown,1,5.0,5,0,3,3,1,4,3.0,3,3.0,No,1.0,3,1,Unknown,3, sales executive ,2,141.0,98.0,14363.0,18,0,1000000000
720,894,42,Female,Married,1981,3,Unknown,2,17.0,5,1,3,3,4,2,2.0,4,3.0,No,1.0,3,1,Unknown,1, laboratory technician ,2,1265.0,95.0,23726.0,13,1,1000000000
721,nan199,33,Male,Divorced,1990,2,Human Resources,3,11.506564710436088,4,0,3,4,2,3,4.0,3,3.0,No,1.0,3,0,Unknown,4, human resources ,1,1075.0,57.0,22650.0,11,1,1000000000
722,nan200,29,Female,Unknown,1994,1,Medical,6,8.0,4,0,3,1,4,3,3.0,2,3.0,No,0.0,7,0,travel_rarely,5, laboratory technician ,1,1086.0,62.0,6054.0,14,3,1000000000
723,983,38,Female,Unknown,1985,3,Unknown,1,6.0,5,1,3,3,4,2,3.0,3,3.0,No,1.0,10,1,non-travel,1, sales executive ,2,152.0,85.0,19899.0,13,0,1000000000
724,996,45,Female,Divorced,1978,4,Unknown,3,8.0,5,0,2,4,4,4,3.0,3,3.153036196576264,No,0.0,1,0,travel_rarely,2, laboratory technician ,1,974.0,91.0,11005.0,14,2,1000000000
725,1011,31,Female,Unknown,1992,1,Unknown,1,4.0,4,0,3,3,1,3,3.0,3,3.0,No,0.0,1,0,travel_frequently,1, manufacturing director ,2,853.0,66.0467315391737,11275.0,12,1,1000000000
726,1019,22,Male,Unknown,2001,1,Life Sciences,1,4.0,4,1,1,2,1,1,2.0,1,3.0,No,0.2517390262075159,8,1,Unknown,3, laboratory technician ,1,217.0,94.0,6881.0,15,1,1000000000
727,1032,59,Female,Unknown,1964,3,Unknown,3,11.17360758093512,5,4,3,3,4,1,3.0,2,3.0,No,0.2719336488232513,2,0,travel_rarely,4, manufacturing director ,4,715.0,69.0,21829.0,13,0,1000000000
728,1045,45,Female,Married,1978,2,Unknown,3,26.0,9,1,1,4,4,2,4.0,3,3.0,No,0.0,11,0,Unknown,4, manager ,4,1234.0,90.0,5404.0,13,1,1000000000
729,1049,45,Male,Unknown,1978,4,Unknown,1,11.24017416151011,6,0,4,2,2,1,3.0,3,3.0,No,0.0,24,1,travel_rarely,3, human resources ,1,788.0,36.0,8318.0,16,0,1000000000
730,nan201,37,Female,Unknown,1986,3,Unknown,3,8.0,4,0,1,4,2,1,2.0,3,3.0,No,0.0,3,1,travel_rarely,3, healthcare representative ,2,124.0,35.0,13848.0,15,0,1000000000
731,1068,26,Female,Unknown,1997,1,Medical,1,11.364258075616307,5,1,3,1,3,3,3.0,2,3.0,No,0.0,26,0,Unknown,5, research scientist ,1,921.0,66.0,25265.0,13,2,1000000000
732,nan202,26,Male,Married,1997,2,Medical,1,6.0,5,1,3,1,1,1,3.0,2,3.0,No,0.0,1,1,Unknown,2, laboratory technician ,1,192.0,59.0,11141.0,16,2,1000000000
733,1136,28,Male,Married,1995,1,Unknown,0,11.255594132797238,5,0,4,4,2,1,1.0,2,3.0,No,0.0,42,1,Unknown,2, research scientist ,1,803.6033551639346,67.0,19911.0,17,0,1000000000
734,nan203,24,Male,Single,1999,3,Medical,8,6.0,4,1,2,4,2,4,3.0,3,4.0,No,0.0,24,0,Unknown,2, laboratory technician ,1,477.0,49.0,6409.0,22,0,1000000000
735,1179,30,Male,Married,1993,3,Marketing,1,11.30055535213942,10,1,4,3,3,1,3.0,2,3.0,No,0.0,10,0,travel_rarely,3, sales executive ,2,852.0,72.0,2706.0,18,1,1000000000
736,1188,43,Female,Single,1980,3,Unknown,8,7.0,4,1,3,1,3,2,2.0,1,3.149760370932281,Yes,0.0,9,1,Unknown,2, sales executive ,2,1372.0,85.0,9489.0,13,0,1000000000
737,1211,30,Male,Divorced,1993,4,Life Sciences,8,8.0,4,0,3,3,1,3,3.0,3,3.0,No,0.2908619259072387,29,0,travel_rarely,3, sales executive ,2,1329.0,61.0,13192.0,19,3,1000000000
738,1228,46,Male,Divorced,1977,4,Technical Degree,2,10.650176637870208,6,1,4,4,4,3,2.0,3,3.0,No,0.2630602128123817,2,1,travel_rarely,3, manufacturing director ,2,150.0,60.0,17433.0,11,1,1000000000
739,1231,42,Male,Married,1981,5,Unknown,7,11.255985857258748,4,0,3,4,1,1,4.0,4,3.0,No,0.0,2,1,non-travel,3, human resources ,2,803.6336477897031,79.0,12858.0,16,1,1000000000
740,nan204,25,Male,Single,1998,4,Life Sciences,0,5.0,4,1,1,3,4,2,3.0,3,3.0,No,0.0,10,0,Unknown,4, sales executive ,2,803.565055823766,57.0,20623.0,14,0,1000000000
741,1259,27,Male,Divorced,1996,2,Unknown,1,11.592349719249507,5,0,3,1,3,2,2.7247967410453766,3,3.0,No,0.27914969702702375,4,1,Unknown,2, research scientist ,1,1167.0,76.0,3208.0,11,3,1000000000
742,1338,56,Male,Single,1967,4,Life Sciences,6,36.0,7,7,7,4,2,1,3.0,3,3.0,No,0.0,8,0,travel_rarely,4, manager ,5,206.0,99.0,4022.0,14,0,1000000000
743,1349,41,Female,Unknown,1982,3,Marketing,0,11.255552367139325,9,1,7,3,1,4,3.0,3,3.0,No,0.2753013660212649,1,1,travel_frequently,2, sales executive ,2,803.6002947169446,66.0,4297.0,17,1,1000000000
744,1387,28,Male,Married,1995,3,Life Sciences,1,5.0,5,0,4,3,1,3,3.0,2,3.0,No,0.2839669866940117,26,1,Unknown,0, sales executive ,2,736.0,48.0,24232.0,11,1,1000000000
745,1401,52,Female,Married,1971,2,Unknown,2,10.80940652791464,5,0,2,4,3,2,2.0,4,3.0,No,0.2674413569024409,28,1,travel_frequently,3, manufacturing director ,4,322.0,59.0,9731.0,11,1,1000000000
746,1407,26,Male,Single,1997,1,Medical,0,5.0,4,1,1,1,4,4,3.0,2,3.0,No,0.0,2,1,travel_rarely,2, research scientist ,1,683.0,36.0,4050.0,12,0,1000000000
747,1420,49,Male,Unknown,1974,2,Unknown,3,20.0,4,1,3,1,1,1,2.686766454278306,2,4.0,Yes,0.0,28,1,travel_frequently,2, laboratory technician ,2,1475.0,97.0,22710.0,20,0,1000000000
748,1431,34,Male,Unknown,1989,4,Other,5,10.0,4,1,3,4,1,3,3.0,3,3.0,No,0.2589132238402101,1,1,travel_frequently,2, research scientist ,1,560.0,91.0,20284.0,14,2,1000000000
749,1446,32,Male,Unknown,1991,5,Marketing,4,7.0,4,0,3,4,4,3,2.748259005689134,3,3.0,No,0.26293835109298297,7,1,Unknown,3, sales executive ,2,803.6723492563511,97.0,23343.0,12,1,1000000000
750,1477,33,Male,Unknown,1990,3,Medical,0,5.0,4,0,3,4,1,1,3.0,3,3.0,No,0.0,7,0,Unknown,2, sales executive ,2,803.557300746868,54.0,17456.0,14,2,1000000000
751,1487,29,Female,Single,1994,3,Unknown,5,7.0,5,0,0,1,2,1,1.0,3,3.155894823142545,Yes,0.0,13,0,Unknown,4, sales executive ,2,115.0,51.0,17485.0,11,0,1000000000
752,1499,30,Male,Unknown,1993,3,Life Sciences,0,6.0,5,1,3,3,3,1,4.0,3,4.0,No,0.28606462143755224,16,0,Unknown,3, human resources ,1,803.5382820366842,46.0,15428.0,21,1,1000000000
753,1533,23,Male,Single,2000,1,Life Sciences,0,5.0,4,1,2,1,3,2,3.0,3,3.0,No,0.0,11,0,Unknown,2, laboratory technician ,2,507.0,97.0,24812.0,14,0,1000000000
754,1545,33,Male,Unknown,1990,3,Unknown,1,5.0,5,0,2,4,2,4,3.0,2,3.0,No,0.0,25,1,Unknown,2, manufacturing director ,2,575.0,44.0,24152.0,13,0,1000000000
755,1554,35,Female,Married,1988,4,Unknown,0,6.0,5,4,2,2,3,1,3.0,2,4.0,No,0.26284671559875666,28,1,Unknown,5, sales representative ,1,803.6729459301919,98.0,26204.0,23,2,1000000000
756,1563,38,Male,Unknown,1985,4,Unknown,3,10.0,6,1,2,3,3,3,3.0,3,3.0,No,0.0,10,1,travel_frequently,2, human resources ,2,888.0,71.0,14814.0,11,0,1000000000
757,1622,28,Female,Divorced,1995,3,Unknown,0,6.0,5,0,0,2,1,2,2.0,1,4.0,No,0.28406065466131275,27,1,Unknown,5, manufacturing director ,2,580.0,39.0,20460.0,21,1,1000000000
758,1631,37,Male,Unknown,1986,3,Life Sciences,3,11.133369152893982,4,0,2,3,3,1,2.0,3,3.0,No,0.0,19,0,Unknown,2, manufacturing director ,2,671.0,85.0,26493.0,17,3,1000000000
759,1646,24,Female,Unknown,1999,1,Technical Degree,1,6.0,6,1,3,1,4,3,3.0,3,3.0,No,0.28685018546562746,2,0,Unknown,2, research scientist ,1,567.0,32.0,17218.0,13,0,1000000000
760,1659,36,Male,Unknown,1987,3,Unknown,2,10.79977850369451,4,1,3,1,2,3,3.0,3,3.0,No,0.2591166009280498,7,1,Unknown,4, laboratory technician ,1,311.0,77.0,10950.0,11,0,1000000000
761,nan205,38,Female,Unknown,1985,3,Unknown,1,4.0,4,3,3,4,2,2,3.0,2,4.0,No,0.2733718990801664,2,0,travel_frequently,3, laboratory technician ,1,148.0,42.0,23826.0,22,0,1000000000
762,1689,53,Male,Married,1970,4,Medical,3,11.0,4,1,2,2,4,3,3.0,4,3.0,No,0.0,24,0,travel_rarely,2, healthcare representative ,3,1395.0,48.0,3458.0,15,0,1000000000
763,1700,37,Male,Unknown,1986,4,Unknown,1,6.0,6,1,3,3,4,3,2.0,1,3.0,No,0.3038156787824888,1,1,travel_frequently,2, sales executive ,2,1278.0,31.0,7677.0,14,2,1000000000
764,nan206,24,Male,Married,1999,3,Medical,1,5.0,5,0,4,3,3,4,3.0,4,3.0,No,0.0,12,1,Unknown,1, research scientist ,1,581.0,62.0,17616.0,16,1,1000000000
765,nan207,29,Female,Unknown,1994,4,Medical,9,11.51261744620529,5,1,2,4,3,3,3.0,3,3.0,No,0.0,9,0,travel_rarely,2, laboratory technician ,1,1082.0,43.0,25412.0,17,1,1000000000
766,1739,32,Male,Married,1991,3,Unknown,3,10.85543590385756,4,0,2,4,3,3,1.0,1,3.0,No,0.0,19,0,travel_rarely,2, sales executive ,3,371.0,80.0,3840.0,13,1,1000000000
767,1768,42,Male,Divorced,1981,3,Medical,8,7.0,5,0,4,2,2,2,2.0,3,4.0,No,0.0,12,1,travel_rarely,6, laboratory technician ,1,855.0,57.0,8952.0,22,3,1000000000
768,1772,41,Male,Divorced,1982,4,Life Sciences,1,5.0,5,0,4,3,1,2,3.0,3,4.0,No,0.0,9,1,Unknown,2, laboratory technician ,1,548.0,94.0,20520.0,20,2,1000000000
769,1792,44,Male,Unknown,1979,2,Unknown,1,10.909724756838655,5,2,3,3,2,3,2.0,3,3.0,Yes,1.0,1,1,Unknown,2, research scientist ,1,429.0,99.0,11092.0,12,3,1000000000
770,nan208,28,Male,Married,1995,3,Unknown,1,5.0,5,0,3,3,4,3,4.0,3,3.0,No,0.0,1,1,travel_rarely,6, research scientist ,1,1181.0,82.0,5531.0,11,1,1000000000
771,1800,39,Male,Single,1984,1,Medical,7,11.67163658179923,4,2,2,3,3,3,3.0,3,4.0,No,0.28603972614162726,10,1,Unknown,3, research director ,3,1253.0,65.0,7914.0,21,0,1000000000
772,nan209,40,Female,Married,1983,2,Life Sciences,4,7.0,4,0,2,3,1,4,2.0,3,3.0,No,0.257710358527887,2,1,Unknown,5, laboratory technician ,1,616.0,99.0,25605.0,17,1,1000000000
773,nan210,37,Male,Single,1986,4,Unknown,1,10.0,10,0,8,4,1,2,2.8039398428885245,3,3.0,Yes,0.269263912885775,10,1,travel_rarely,4, manufacturing director ,2,370.0,58.0,4992.0,15,0,1000000000
774,1822,40,Female,Unknown,1983,3,Unknown,4,12.0,5,0,3,3,4,4,3.0,3,3.0,No,0.29035572913967334,1,1,Unknown,3, healthcare representative ,2,1194.0,52.0,9060.0,17,1,1000000000
775,nan211,26,Male,Unknown,1997,3,Unknown,1,11.040483393622093,5,1,2,3,4,1,3.0,3,3.0,No,0.0,10,0,travel_rarely,4, sales executive ,2,572.0,46.0,9125.0,13,0,1000000000
776,1854,42,Male,Married,1981,4,Technical Degree,3,10.0,6,3,3,3,3,2,2.0,3,4.0,No,0.0,10,0,Unknown,1, research scientist ,1,355.0,38.0,6161.0,22,2,1000000000
777,1882,34,Male,Married,1989,3,Unknown,2,9.0,5,1,0,3,4,4,3.0,3,3.0,No,1.0,4,1,travel_rarely,3, sales executive ,3,1480.0,64.0,24444.0,13,3,1000000000
778,1885,37,Male,Unknown,1986,4,Medical,5,16.0,5,0,4,4,1,3,3.0,3,4.0,No,0.2678127654674313,7,1,travel_rarely,2, research scientist ,2,783.0,78.0,13588.0,22,1,1000000000
779,1931,27,Male,Unknown,1996,4,Technical Degree,1,6.0,5,1,2,2,2,3,2.0,3,3.146418837442949,No,0.0,2,0,Unknown,3, research scientist ,1,1354.0,41.0,6073.0,11,1,1000000000
780,1945,35,Male,Unknown,1988,4,Unknown,0,11.143120698044259,5,0,4,2,1,4,1.0,3,3.0,No,0.2703365900540943,18,1,travel_rarely,2, sales executive ,2,682.0,71.0,15975.0,16,1,1000000000
781,1947,28,Male,Single,1995,3,Medical,1,5.0,5,1,4,3,3,3,2.0,3,3.0,No,0.0,16,1,non-travel,3, research scientist ,1,1103.0,49.0,2122.0,14,0,1000000000
782,1954,29,Male,Married,1994,3,Life Sciences,0,6.0,5,0,2,1,1,1,2.0,3,3.0,No,0.0,1,0,Unknown,5, healthcare representative ,2,136.0,89.0,6225.0,12,1,1000000000
783,1969,54,Female,Married,1969,2,Unknown,3,9.0,4,2,3,1,3,3,2.0,3,3.0,No,0.0,9,0,Unknown,6, research scientist ,2,155.0,67.0,22474.0,11,2,1000000000
784,1981,24,Male,Single,1999,2,Life Sciences,1,4.0,4,1,2,4,3,2,2.0,2,3.0,No,0.0,41,1,travel_rarely,2, healthcare representative ,2,771.0,45.0,14120.0,12,0,1000000000
785,1997,38,Male,Married,1985,4,Unknown,2,10.0,8,7,7,1,3,4,3.0,2,3.0,No,0.0,6,0,travel_frequently,1, manufacturing director ,2,508.0,72.0,14284.0,11,1,1000000000
786,1998,42,Male,Unknown,1981,4,Unknown,6,9.0,4,1,2,4,1,3,2.0,3,3.0,No,0.2842543217519759,18,1,Unknown,3, research scientist ,2,557.0,35.0,11189.0,17,1,1000000000
787,1999,41,Male,Unknown,1982,3,Life Sciences,3,11.106233304882055,5,1,0,4,4,1,3.0,3,3.154031765944645,No,0.0,1,1,Unknown,3, research scientist ,1,642.0,76.0,21412.0,22,1,1000000000
788,2018,25,Female,Unknown,1998,2,Unknown,0,6.0,5,0,4,1,3,2,2.0,3,4.0,No,1.0,8,1,travel_rarely,3, sales executive ,2,1382.0,85.0,13684.0,22,1,1000000000
789,nan212,44,Male,Single,1979,3,Medical,6,6.0,4,1,2,2,4,3,3.0,3,3.0,No,1.0,1,1,Unknown,2, research scientist ,1,1037.0,42.0,13422.0,12,0,1000000000
790,2044,50,Male,Unknown,1973,4,Unknown,7,12.0,6,0,1,2,3,4,2.7423021728370323,3,3.0,Yes,0.0,1,1,Unknown,3, sales executive ,2,878.0,94.0,14255.0,12,2,1000000000
791,nan213,36,Female,Married,1987,4,Marketing,4,8.0,6,0,0,2,4,1,2.0,2,3.0,No,0.0,11,0,Unknown,2, sales executive ,2,1120.0,100.0,14369.0,13,1,1000000000
792,2046,45,Female,Unknown,1978,3,Unknown,8,10.857272600035182,5,0,1,4,3,3,3.0,3,3.0,No,0.0,20,1,Unknown,3, sales executive ,2,374.0,50.0,23333.0,15,0,1000000000
793,nan214,40,Female,Married,1983,4,Unknown,2,20.0,5,0,2,3,3,2,3.0,3,3.0,No,0.2669946596104951,2,1,Unknown,2, research scientist ,1,1194.0,98.0,12549.0,14,3,1000000000
794,2052,35,Female,Married,1988,4,Unknown,1,4.0,4,1,1,3,4,4,3.0,1,3.0,No,0.0,1,1,travel_rarely,5, research scientist ,1,287.0,62.0,8952.0,12,1,1000000000
795,2053,29,Male,Unknown,1994,2,Other,4,10.0,4,0,3,4,2,1,3.0,2,3.0,No,0.28468013716901763,13,0,travel_rarely,2, laboratory technician ,2,803.5461843540911,46.0,23679.0,13,1,1000000000
796,2068,34,Male,Unknown,1989,3,Unknown,2,11.256086477140219,4,1,2,2,3,1,4.0,4,3.0,No,0.0,8,1,Unknown,3, laboratory technician ,2,803.6414028666012,82.0,10228.0,12,0,1000000000
797,7,27,Male,Married,1996,1,Unknown,9,6.0,2,2,2,1,2,4,3.0,3,3.0,No,0.0,2,0,travel_rarely,3, laboratory technician ,1,591.0,40.0,16632.0,12,1,1000000000
798,16,31,Male,Divorced,1992,1,Unknown,1,5.0,5,4,3,1,3,4,2.0,3,3.0,No,0.2744479977324344,26,1,Unknown,1, research scientist ,1,670.0,65.92607085788428,15170.0,17,1,1000000000
799,18,34,Male,Divorced,1989,2,Unknown,0,3.0,2,1,2,2,4,3,3.0,3,3.0,No,0.27869821460933825,38,1,travel_rarely,2, laboratory technician ,1,1346.0,93.0,8758.0,11,1,1000000000
800,19,28,Male,Single,1995,3,Life Sciences,5,6.0,4,0,3,3,3,2,3.0,2,3.0,Yes,1.0,24,1,travel_rarely,4, laboratory technician ,1,103.0,50.0,12947.0,14,0,1000000000
801,21,32,Male,Divorced,1991,2,Unknown,0,7.0,6,0,5,1,2,4,2.0,4,3.0,No,1.0,5,1,travel_rarely,5, research scientist ,1,334.0,80.0,15053.0,12,2,1000000000
802,24,38,Male,Single,1985,3,Life Sciences,5,6.0,3,1,2,4,4,3,3.0,3,3.0,No,1.0,2,1,Unknown,3, research scientist ,1,371.0,45.0,4306.0,11,0,1000000000
803,26,24,Female,Unknown,1999,2,Unknown,0,5.0,4,1,3,1,3,4,2.0,4,3.0,No,0.0,11,1,Unknown,5, manufacturing director ,2,673.0,96.0,8232.0,18,1,1000000000
804,31,34,Male,Single,1989,1,Unknown,2,11.159229714918892,4,1,3,2,1,3,3.0,3,3.0,Yes,0.0,6,1,Unknown,2, research scientist ,1,699.0,83.0,17102.0,11,0,1000000000
805,33,32,Female,Unknown,1991,1,Unknown,1,11.255753586188407,10,6,7,2,1,2,3.0,1,3.1525745336187994,Yes,0.27262120223116576,16,0,travel_frequently,5, research scientist ,1,803.6158023659567,72.0,4681.0,22,0,1000000000
806,38,46,Female,Single,1977,4,Marketing,3,22.0,2,2,1,2,1,4,2.0,3,3.0,No,0.26168439750739336,2,0,travel_rarely,2, manager ,5,705.0,83.0,22822.0,12,0,1000000000
807,40,44,Male,Married,1979,4,Other,2,11.861628697757897,4,1,3,4,4,4,4.0,3,3.0,No,0.301442782067228,10,0,Unknown,5, healthcare representative ,2,1459.0,41.0,19121.0,13,0,1000000000
808,47,50,Male,Married,1973,2,Unknown,1,3.0,3,0,2,1,3,3,3.0,2,3.0,Yes,0.2692468337782435,3,1,travel_rarely,2, sales representative ,1,803.6362096220021,86.0,3810.0,14,0,1000000000
809,49,35,Female,Married,1988,3,Marketing,1,2.0,2,2,2,4,4,1,3.0,3,3.0,No,0.0,2,1,Unknown,3, sales representative ,1,890.0,97.0,9687.0,13,0,1000000000
810,65,28,Male,Single,1995,4,Unknown,1,2.0,2,2,2,3,3,3,2.0,3,3.146774452367415,Yes,1.0,5,1,Unknown,3, laboratory technician ,1,1434.0,50.0,11179.0,13,0,1000000000
811,72,26,Female,Married,1997,3,Unknown,7,5.0,2,0,0,2,4,3,2.0,2,3.0,No,1.0,22,0,Unknown,2, sales executive ,2,1443.0,47.0,21436.0,19,1,1000000000
812,nan215,35,Female,Unknown,1988,4,Unknown,3,4.0,2,2,2,3,1,3,3.0,3,3.147177520853578,No,1.0,31,0,travel_rarely,3, laboratory technician ,1,1142.0,30.0,16002.0,15,1,1000000000
813,88,35,Male,Married,1988,3,Medical,4,5.0,3,1,2,2,1,4,2.0,3,3.0,No,0.0,31,1,Unknown,2, research scientist ,1,664.0,79.0,5868.0,13,1,1000000000
814,102,37,Male,Unknown,1986,4,Medical,4,10.877941762744745,5,0,2,1,3,1,4.0,3,3.1521229475981793,No,0.2820717797053614,20,1,travel_rarely,3, research director ,3,397.0,30.0,25258.0,13,0,1000000000
815,103,46,Male,Divorced,1977,2,Medical,8,11.256019008072313,4,0,2,4,2,4,3.0,3,4.0,No,1.0,38,1,travel_rarely,2, human resources ,2,803.6364941777714,80.0,10425.0,22,1,1000000000
816,110,34,Male,Married,1989,2,Medical,1,11.579947386515958,5,1,3,1,2,3,3.0,3,3.0,No,0.0,1,1,travel_rarely,2, manufacturing director ,2,1153.0,94.0,17736.0,15,0,1000000000
817,116,51,Male,Unknown,1972,4,Unknown,3,10.0,4,0,3,4,4,2,3.0,3,4.0,No,0.25372120605639675,9,1,travel_rarely,4, laboratory technician ,1,432.0,96.0,18725.0,23,2,1000000000
818,128,24,Female,Married,1999,2,Other,0,4.0,3,0,2,1,3,1,2.0,3,4.0,No,0.0,3,1,travel_rarely,2, sales executive ,2,1353.0,33.0,17519.0,21,1,1000000000
819,132,44,Male,Married,1979,3,Unknown,4,10.964243167960976,3,1,2,2,2,3,4.0,3,3.0,No,0.2681661192382325,23,1,Unknown,3, laboratory technician ,2,489.0,65.8067517073908,25043.0,12,1,1000000000
820,133,37,Male,Divorced,1986,4,Human Resources,4,11.258606717792704,3,0,2,3,1,4,3.0,3,4.0,Yes,0.2767327110172546,6,1,travel_rarely,3, human resources ,1,807.0,63.0,23648.0,22,0,1000000000
821,nan216,59,Female,Unknown,1964,4,Human Resources,9,11.82524117065899,3,2,2,3,4,4,3.0,2,4.0,No,0.0,2,0,non-travel,3, manager ,5,1420.0,32.0,21922.0,21,1,1000000000
822,143,25,Male,Married,1998,1,Unknown,1,11.69668036301357,2,2,1,4,4,3,2.719100772311989,2,3.0,No,0.0,7,1,Unknown,2, research scientist ,1,1280.0,66.32834330424774,26897.0,11,2,1000000000
823,171,43,Female,Single,1980,3,Medical,4,11.39777759463006,3,1,2,2,3,4,3.0,4,3.0,No,0.2761275987110536,26,1,Unknown,2, research scientist ,1,957.0,72.0,16090.0,12,0,1000000000
824,nan217,50,Female,Single,1973,3,Unknown,4,16.0,2,2,1,3,4,4,2.755528595784046,3,3.0,No,0.0,12,0,travel_frequently,3, sales executive ,3,809.0,77.0,6645.0,11,0,1000000000
825,175,31,Female,Unknown,1992,3,Unknown,3,4.0,2,2,2,2,3,3,3.0,1,3.0,Yes,1.0,20,1,travel_rarely,2, sales executive ,2,542.0,71.0,24788.0,11,1,1000000000
826,178,36,Male,Divorced,1987,2,Medical,6,7.0,3,0,1,2,2,4,3.0,3,4.0,No,0.0,6,0,Unknown,0, manufacturing director ,2,216.0,84.0,2819.0,20,2,1000000000
827,179,51,Male,Unknown,1972,4,Unknown,2,18.0,4,0,3,1,4,4,3.0,1,3.0,Yes,0.28679070494433123,16,0,travel_frequently,2, manufacturing director ,3,1150.0,53.0,25150.0,15,0,1000000000
828,nan218,25,Male,Unknown,1998,3,Life Sciences,2,11.254713868127078,2,2,2,1,3,4,3.0,2,3.0,No,0.28647658605804144,28,0,Unknown,3, sales executive ,2,803.5356690761275,41.0,24835.0,18,0,1000000000
829,193,38,Female,Unknown,1985,5,Technical Degree,3,19.0,3,2,2,4,3,2,2.814920700170317,3,4.0,No,1.0,3,0,travel_rarely,2, research scientist ,2,364.0,32.0,2302.0,20,0,1000000000
830,197,30,Female,Divorced,1993,3,Technical Degree,5,8.0,3,2,2,4,1,4,3.0,3,3.157938786426104,No,0.0,5,1,travel_rarely,3, research scientist ,1,201.0,84.0,10415.0,14,1,1000000000
831,nan219,22,Male,Married,2001,1,Medical,1,2.0,2,2,2,4,4,1,3.0,3,4.0,No,0.0,36,1,Unknown,6, research scientist ,1,1256.0,80.0,11992.0,24,2,1000000000
832,218,27,Male,Unknown,1996,3,Medical,6,11.151018074888007,2,2,2,4,2,4,1.0,3,3.0,No,0.27680139386242497,9,1,non-travel,1, research scientist ,1,691.0,57.0,5970.0,18,1,1000000000
833,221,28,Male,Married,1995,3,Medical,1,5.0,5,0,2,3,4,3,1.0,3,3.0,No,0.0,21,1,Unknown,2, research scientist ,1,440.0,42.0,6672.0,11,1,1000000000
